national_total,autonomous_communities_and_cities,index_type,indices_and_rates,year,total,quarter
Nacional,01 Andalucía,New dwelling,Index,2020,130.88,1
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2020,1.2,4
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2020,4.0,3
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2020,2.1,2
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2020,1.8,1
Nacional,01 Andalucía,New dwelling,Annual variation,2020,9.4,4
Nacional,01 Andalucía,New dwelling,Annual variation,2020,5.8,3
Nacional,01 Andalucía,New dwelling,Annual variation,2020,6.9,2
Nacional,01 Andalucía,New dwelling,Annual variation,2020,7.4,1
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2020,9.4,4
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2020,8.0,3
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2020,3.9,2
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2020,1.8,1
Nacional,01 Andalucía,Second-hand dwelling,Index,2020,118.06,4
Nacional,01 Andalucía,Second-hand dwelling,Index,2020,118.623,3
Nacional,01 Andalucía,Second-hand dwelling,Index,2020,117.948,2
Nacional,01 Andalucía,Second-hand dwelling,Index,2020,118.103,1
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2020,-0.5,4
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2020,0.6,3
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2020,-0.1,2
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2020,0.6,1
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2020,0.6,4
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2020,0.6,3
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2020,1.8,2
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2020,3.7,1
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2020,0.6,4
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2020,1.0,3
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2020,0.5,2
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2020,0.6,1
Nacional,02 Aragón,General,Index,2020,119.395,4
Nacional,02 Aragón,General,Index,2020,120.261,3
Nacional,02 Aragón,General,Index,2020,119.737,2
Nacional,02 Aragón,General,Index,2020,118.557,1
Nacional,02 Aragón,General,Quarterly variation rate,2020,-0.7,4
Nacional,02 Aragón,General,Quarterly variation rate,2020,0.4,3
Nacional,02 Aragón,General,Quarterly variation rate,2020,1.0,2
Nacional,02 Aragón,General,Quarterly variation rate,2020,0.4,1
Nacional,02 Aragón,General,Annual variation,2020,1.1,4
Nacional,02 Aragón,General,Annual variation,2020,2.5,3
Nacional,02 Aragón,General,Annual variation,2020,3.0,2
Nacional,02 Aragón,General,Annual variation,2020,3.6,1
Nacional,02 Aragón,General,Year-to-date variation rate,2020,1.1,4
Nacional,02 Aragón,General,Year-to-date variation rate,2020,1.8,3
Nacional,02 Aragón,General,Year-to-date variation rate,2020,1.4,2
Nacional,02 Aragón,General,Year-to-date variation rate,2020,0.4,1
Nacional,02 Aragón,New dwelling,Index,2020,122.344,4
Nacional,02 Aragón,New dwelling,Index,2020,125.993,3
Nacional,02 Aragón,New dwelling,Index,2020,120.55,2
Nacional,02 Aragón,New dwelling,Index,2020,122.569,1
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2020,-2.9,4
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2020,4.5,3
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2020,-1.6,2
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2020,3.3,1
Nacional,02 Aragón,New dwelling,Annual variation,2020,3.1,4
Nacional,02 Aragón,New dwelling,Annual variation,2020,6.9,3
Nacional,02 Aragón,New dwelling,Annual variation,2020,1.5,2
Nacional,02 Aragón,New dwelling,Annual variation,2020,4.5,1
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2020,3.1,4
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2020,6.2,3
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2020,1.6,2
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2020,3.3,1
Nacional,02 Aragón,Second-hand dwelling,Index,2020,118.595,4
Nacional,02 Aragón,Second-hand dwelling,Index,2020,118.673,3
Nacional,02 Aragón,Second-hand dwelling,Index,2020,119.541,2
Nacional,02 Aragón,Second-hand dwelling,Index,2020,117.456,1
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2020,-0.1,4
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2020,-0.7,3
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2020,1.8,2
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2020,-0.5,1
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2020,0.5,4
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2020,1.2,3
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2020,3.4,2
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2020,3.4,1
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2020,0.5,4
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2020,0.6,3
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2020,1.3,2
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2020,-0.5,1
Nacional,03 Asturias. Principado de,General,Index,2020,114.305,4
Nacional,03 Asturias. Principado de,General,Index,2020,114.498,3
Nacional,03 Asturias. Principado de,General,Index,2020,114.686,2
Nacional,03 Asturias. Principado de,General,Index,2020,112.8,1
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2020,-0.2,4
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2020,-0.2,3
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2020,1.7,2
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2020,0.5,1
Nacional,03 Asturias. Principado de,General,Annual variation,2020,1.9,4
Nacional,03 Asturias. Principado de,General,Annual variation,2020,2.7,3
Nacional,03 Asturias. Principado de,General,Annual variation,2020,3.8,2
Nacional,03 Asturias. Principado de,General,Annual variation,2020,4.4,1
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2020,1.9,4
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2020,2.0,3
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2020,2.2,2
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2020,0.5,1
Nacional,03 Asturias. Principado de,New dwelling,Index,2020,125.824,4
Nacional,03 Asturias. Principado de,New dwelling,Index,2020,129.598,3
Nacional,03 Asturias. Principado de,New dwelling,Index,2020,123.558,2
Nacional,03 Asturias. Principado de,New dwelling,Index,2020,123.472,1
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2020,-2.9,4
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2020,4.9,3
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2020,0.1,2
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2020,2.9,1
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2020,4.9,4
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2020,10.2,3
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2020,4.5,2
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2020,6.3,1
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2020,4.9,4
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2020,8.0,3
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2020,3.0,2
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2020,2.9,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2020,112.672,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2020,112.42,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2020,113.38,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2020,111.274,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2020,0.2,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2020,-0.8,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2020,1.9,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2020,0.2,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2020,1.5,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2020,1.7,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2020,3.7,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2020,4.1,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2020,1.5,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2020,1.2,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2020,2.1,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2020,0.2,1
Nacional,04 Balears. Illes,General,Index,2020,136.398,4
Nacional,04 Balears. Illes,General,Index,2020,138.41,3
Nacional,04 Balears. Illes,General,Index,2020,134.061,2
Nacional,04 Balears. Illes,General,Index,2020,134.726,1
Nacional,04 Balears. Illes,General,Quarterly variation rate,2020,-1.5,4
Nacional,04 Balears. Illes,General,Quarterly variation rate,2020,3.2,3
Nacional,04 Balears. Illes,General,Quarterly variation rate,2020,-0.5,2
Nacional,04 Balears. Illes,General,Quarterly variation rate,2020,1.2,1
Nacional,04 Balears. Illes,General,Annual variation,2020,2.4,4
Nacional,04 Balears. Illes,General,Annual variation,2020,3.4,3
Nacional,04 Balears. Illes,General,Annual variation,2020,4.6,2
Nacional,04 Balears. Illes,General,Annual variation,2020,6.0,1
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2020,2.4,4
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2020,4.0,3
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2020,0.7,2
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2020,1.2,1
Nacional,04 Balears. Illes,New dwelling,Index,2020,150.176,4
Nacional,04 Balears. Illes,New dwelling,Index,2020,145.381,3
Nacional,04 Balears. Illes,New dwelling,Index,2020,134.967,2
Nacional,04 Balears. Illes,New dwelling,Index,2020,139.228,1
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2020,3.3,4
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2020,7.7,3
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2020,-3.1,2
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2020,3.4,1
Nacional,04 Balears. Illes,New dwelling,Annual variation,2020,11.6,4
Nacional,04 Balears. Illes,New dwelling,Annual variation,2020,11.6,3
Nacional,04 Balears. Illes,New dwelling,Annual variation,2020,8.5,2
Nacional,04 Balears. Illes,New dwelling,Annual variation,2020,10.5,1
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2020,11.6,4
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2020,8.0,3
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2020,0.3,2
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2020,3.4,1
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2020,135.462,4
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2020,138.026,3
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2020,134.162,2
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2020,134.537,1
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2020,-1.9,4
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2020,2.9,3
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2020,-0.3,2
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2020,1.0,1
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2020,1.7,4
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2020,2.7,3
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2020,4.3,2
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2020,5.6,1
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2020,1.7,4
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2020,3.6,3
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2020,0.7,2
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2020,1.0,1
Nacional,05 Canarias,General,Index,2020,119.33,4
Nacional,05 Canarias,General,Index,2020,119.79,3
Nacional,05 Canarias,General,Index,2020,117.712,2
Nacional,05 Canarias,General,Index,2020,119.008,1
Nacional,05 Canarias,General,Quarterly variation rate,2020,-0.4,4
Nacional,05 Canarias,General,Quarterly variation rate,2020,1.8,3
Nacional,05 Canarias,General,Quarterly variation rate,2020,-1.1,2
Nacional,05 Canarias,General,Quarterly variation rate,2020,0.6,1
Nacional,05 Canarias,General,Annual variation,2020,0.8,4
Nacional,05 Canarias,General,Annual variation,2020,1.4,3
Nacional,05 Canarias,General,Annual variation,2020,0.6,2
Nacional,05 Canarias,General,Annual variation,2020,1.8,1
Nacional,05 Canarias,General,Year-to-date variation rate,2020,0.8,4
Nacional,05 Canarias,General,Year-to-date variation rate,2020,1.2,3
Nacional,05 Canarias,General,Year-to-date variation rate,2020,-0.5,2
Nacional,05 Canarias,General,Year-to-date variation rate,2020,0.6,1
Nacional,05 Canarias,New dwelling,Index,2020,129.426,4
Nacional,05 Canarias,New dwelling,Index,2020,134.827,3
Nacional,05 Canarias,New dwelling,Index,2020,127.406,2
Nacional,05 Canarias,New dwelling,Index,2020,126.803,1
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2020,-4.0,4
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2020,5.8,3
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2020,0.5,2
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2020,3.2,1
Nacional,05 Canarias,New dwelling,Annual variation,2020,5.3,4
Nacional,05 Canarias,New dwelling,Annual variation,2020,10.3,3
Nacional,05 Canarias,New dwelling,Annual variation,2020,4.9,2
Nacional,05 Canarias,New dwelling,Annual variation,2020,2.2,1
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2020,5.3,4
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2020,9.7,3
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2020,3.7,2
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2020,3.2,1
Nacional,05 Canarias,Second-hand dwelling,Index,2020,118.412,4
Nacional,05 Canarias,Second-hand dwelling,Index,2020,118.505,3
Nacional,05 Canarias,Second-hand dwelling,Index,2020,116.827,2
Nacional,05 Canarias,Second-hand dwelling,Index,2020,118.261,1
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2020,-0.1,4
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2020,1.4,3
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2020,-1.2,2
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2020,0.4,1
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2020,0.5,4
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2020,0.7,3
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2020,0.3,2
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2020,1.8,1
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2020,0.5,4
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2020,0.6,3
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2020,-0.9,2
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2020,0.4,1
Nacional,06 Cantabria,General,Index,2020,118.424,4
Nacional,06 Cantabria,General,Index,2020,118.2,3
Nacional,06 Cantabria,General,Index,2020,117.457,2
Nacional,06 Cantabria,General,Index,2020,117.236,1
Nacional,06 Cantabria,General,Quarterly variation rate,2020,0.2,4
Nacional,06 Cantabria,General,Quarterly variation rate,2020,0.6,3
Nacional,06 Cantabria,General,Quarterly variation rate,2020,0.2,2
Nacional,06 Cantabria,General,Quarterly variation rate,2020,0.2,1
Nacional,06 Cantabria,General,Annual variation,2020,1.2,4
Nacional,06 Cantabria,General,Annual variation,2020,1.4,3
Nacional,06 Cantabria,General,Annual variation,2020,1.3,2
Nacional,06 Cantabria,General,Annual variation,2020,1.0,1
Nacional,06 Cantabria,General,Year-to-date variation rate,2020,1.2,4
Nacional,06 Cantabria,General,Year-to-date variation rate,2020,1.0,3
Nacional,06 Cantabria,General,Year-to-date variation rate,2020,0.4,2
Nacional,06 Cantabria,General,Year-to-date variation rate,2020,0.2,1
Nacional,06 Cantabria,New dwelling,Index,2020,123.493,4
Nacional,06 Cantabria,New dwelling,Index,2020,126.75,3
Nacional,06 Cantabria,New dwelling,Index,2020,121.801,2
Nacional,06 Cantabria,New dwelling,Index,2020,118.526,1
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2020,-2.6,4
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2020,4.1,3
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2020,2.8,2
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2020,3.5,1
Nacional,06 Cantabria,New dwelling,Annual variation,2020,7.9,4
Nacional,06 Cantabria,New dwelling,Annual variation,2020,9.9,3
Nacional,06 Cantabria,New dwelling,Annual variation,2020,5.9,2
Nacional,06 Cantabria,New dwelling,Annual variation,2020,-0.9,1
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2020,7.9,4
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2020,10.7,3
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2020,6.4,2
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2020,3.5,1
Nacional,06 Cantabria,Second-hand dwelling,Index,2020,117.742,4
Nacional,06 Cantabria,Second-hand dwelling,Index,2020,116.994,3
Nacional,06 Cantabria,Second-hand dwelling,Index,2020,116.885,2
Nacional,06 Cantabria,Second-hand dwelling,Index,2020,117.124,1
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2020,0.6,4
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2020,0.1,3
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2020,-0.2,2
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2020,-0.3,1
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2020,0.2,4
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2020,0.1,3
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2020,0.6,2
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2020,1.3,1
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2020,0.2,4
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2020,-0.4,3
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2020,-0.5,2
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2020,-0.3,1
Nacional,07 Castilla y León,General,Index,2020,115.164,4
Nacional,07 Castilla y León,General,Index,2020,115.243,3
Nacional,07 Castilla y León,General,Index,2020,115.509,2
Nacional,07 Castilla y León,General,Index,2020,112.962,1
Nacional,07 Castilla y León,General,Quarterly variation rate,2020,-0.1,4
Nacional,07 Castilla y León,General,Quarterly variation rate,2020,-0.2,3
Nacional,07 Castilla y León,General,Quarterly variation rate,2020,2.3,2
Nacional,07 Castilla y León,General,Quarterly variation rate,2020,-0.6,1
Nacional,07 Castilla y León,General,Annual variation,2020,1.3,4
Nacional,07 Castilla y León,General,Annual variation,2020,2.2,3
Nacional,07 Castilla y León,General,Annual variation,2020,3.0,2
Nacional,07 Castilla y León,General,Annual variation,2020,2.9,1
Nacional,07 Castilla y León,General,Year-to-date variation rate,2020,1.3,4
Nacional,07 Castilla y León,General,Year-to-date variation rate,2020,1.4,3
Nacional,07 Castilla y León,General,Year-to-date variation rate,2020,1.6,2
Nacional,07 Castilla y León,General,Year-to-date variation rate,2020,-0.6,1
Nacional,07 Castilla y León,New dwelling,Index,2020,130.229,4
Nacional,07 Castilla y León,New dwelling,Index,2020,132.352,3
Nacional,07 Castilla y León,New dwelling,Index,2020,126.722,2
Nacional,07 Castilla y León,New dwelling,Index,2020,125.389,1
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2020,-1.6,4
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2020,4.4,3
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2020,1.1,2
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2020,0.4,1
Nacional,07 Castilla y León,New dwelling,Annual variation,2020,4.2,4
Nacional,07 Castilla y León,New dwelling,Annual variation,2020,9.2,3
Nacional,07 Castilla y León,New dwelling,Annual variation,2020,3.4,2
Nacional,07 Castilla y León,New dwelling,Annual variation,2020,5.5,1
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2020,4.2,4
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2020,5.9,3
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2020,1.4,2
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2020,0.4,1
Nacional,07 Castilla y León,Second-hand dwelling,Index,2020,113.209,4
Nacional,07 Castilla y León,Second-hand dwelling,Index,2020,113.032,3
Nacional,07 Castilla y León,Second-hand dwelling,Index,2020,114.037,2
Nacional,07 Castilla y León,Second-hand dwelling,Index,2020,111.339,1
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2020,0.2,4
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2020,-0.9,3
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2020,2.4,2
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2020,-0.7,1
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2020,0.9,4
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2020,1.3,3
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2020,2.9,2
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2020,2.6,1
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2020,0.9,4
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2020,0.8,3
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2020,1.7,2
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2020,-0.7,1
Nacional,08 Castilla - La Mancha,General,Index,2020,109.532,4
Nacional,08 Castilla - La Mancha,General,Index,2020,109.655,3
Nacional,08 Castilla - La Mancha,General,Index,2020,109.242,2
Nacional,08 Castilla - La Mancha,General,Index,2020,107.689,1
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2020,-0.1,4
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2020,0.4,3
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2020,1.4,2
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2020,-0.5,1
Nacional,08 Castilla - La Mancha,General,Annual variation,2020,1.2,4
