National Total;Autonomous Communities and Cities;Index type;Indices and rates;Periodo;Total
Nacional;;New dwelling;Year-to-date variation rate;2009QIV;-5.1
Nacional;;New dwelling;Year-to-date variation rate;2009QIII;-4.3
Nacional;;New dwelling;Year-to-date variation rate;2009QII;-3.1
Nacional;;New dwelling;Year-to-date variation rate;2009QI;-2.4
Nacional;;New dwelling;Year-to-date variation rate;2008QIV;0.8
Nacional;;New dwelling;Year-to-date variation rate;2008QIII;2.2
Nacional;;New dwelling;Year-to-date variation rate;2008QII;1.6
Nacional;;New dwelling;Year-to-date variation rate;2008QI;0.4
Nacional;;New dwelling;Year-to-date variation rate;2007QIV;9.8
Nacional;;New dwelling;Year-to-date variation rate;2007QIII;8.2
Nacional;;New dwelling;Year-to-date variation rate;2007QII;6
Nacional;;New dwelling;Year-to-date variation rate;2007QI;2.9
Nacional;;Second-hand dwelling;Index;2023QII;143.71
Nacional;;Second-hand dwelling;Index;2023QI;140.665
Nacional;;Second-hand dwelling;Index;2022QIV;140.353
Nacional;;Second-hand dwelling;Index;2022QIII;142.339
Nacional;;Second-hand dwelling;Index;2022QII;139.707
Nacional;;Second-hand dwelling;Index;2022QI;136.511
Nacional;;Second-hand dwelling;Index;2021QIV;133.292
Nacional;;Second-hand dwelling;Index;2021QIII;132.009
Nacional;;Second-hand dwelling;Index;2021QII;129.522
Nacional;;Second-hand dwelling;Index;2021QI;126.153
Nacional;;Second-hand dwelling;Index;2020QIV;125.222
Nacional;;Second-hand dwelling;Index;2020QIII;126.58
Nacional;;Second-hand dwelling;Index;2020QII;125.875
Nacional;;Second-hand dwelling;Index;2020QI;125.28
Nacional;;Second-hand dwelling;Index;2019QIV;124.72
Nacional;;Second-hand dwelling;Index;2019QIII;125.623
Nacional;;Second-hand dwelling;Index;2019QII;123.659
Nacional;;Second-hand dwelling;Index;2019QI;121.97
Nacional;;Second-hand dwelling;Index;2018QIV;120.656
Nacional;;Second-hand dwelling;Index;2018QIII;120.321
Nacional;;Second-hand dwelling;Index;2018QII;117.752
Nacional;;Second-hand dwelling;Index;2018QI;114.81
Nacional;;Second-hand dwelling;Index;2017QIV;113.384
Nacional;;Second-hand dwelling;Index;2017QIII;112.131
Nacional;;Second-hand dwelling;Index;2017QII;110.064
Nacional;;Second-hand dwelling;Index;2017QI;107.983
Nacional;;Second-hand dwelling;Index;2016QIV;105.803
Nacional;;Second-hand dwelling;Index;2016QIII;105.084
Nacional;;Second-hand dwelling;Index;2016QII;104.045
Nacional;;Second-hand dwelling;Index;2016QI;102.533
Nacional;;Second-hand dwelling;Index;2015QIV;101.241
Nacional;;Second-hand dwelling;Index;2015QIII;101.534
Nacional;;Second-hand dwelling;Index;2015QII;100.852
Nacional;;Second-hand dwelling;Index;2015QI;96.373
Nacional;;Second-hand dwelling;Index;2014QIV;97.379
Nacional;;Second-hand dwelling;Index;2014QIII;97.131
Nacional;;Second-hand dwelling;Index;2014QII;97.119
Nacional;;Second-hand dwelling;Index;2014QI;95.321
Nacional;;Second-hand dwelling;Index;2013QIV;95.713
Nacional;;Second-hand dwelling;Index;2013QIII;96.992
Nacional;;Second-hand dwelling;Index;2013QII;96.893
Nacional;;Second-hand dwelling;Index;2013QI;96.996
Nacional;;Second-hand dwelling;Index;2012QIV;103.724
Nacional;;Second-hand dwelling;Index;2012QIII;105.43
Nacional;;Second-hand dwelling;Index;2012QII;110.242
Nacional;;Second-hand dwelling;Index;2012QI;114.514
Nacional;;Second-hand dwelling;Index;2011QIV;120.666
Nacional;;Second-hand dwelling;Index;2011QIII;126.055
Nacional;;Second-hand dwelling;Index;2011QII;130.805
Nacional;;Second-hand dwelling;Index;2011QI;132.007
Nacional;;Second-hand dwelling;Index;2010QIV;139.816
Nacional;;Second-hand dwelling;Index;2010QIII;139.455
Nacional;;Second-hand dwelling;Index;2010QII;142.599
Nacional;;Second-hand dwelling;Index;2010QI;140.838
Nacional;;Second-hand dwelling;Index;2009QIV;142.127
Nacional;;Second-hand dwelling;Index;2009QIII;141.958
Nacional;;Second-hand dwelling;Index;2009QII;142.616
Nacional;;Second-hand dwelling;Index;2009QI;142.815
Nacional;;Second-hand dwelling;Index;2008QIV;147.259
Nacional;;Second-hand dwelling;Index;2008QIII;154.722
Nacional;;Second-hand dwelling;Index;2008QII;160.557
Nacional;;Second-hand dwelling;Index;2008QI;163.288
Nacional;;Second-hand dwelling;Index;2007QIV;164.973
Nacional;;Second-hand dwelling;Index;2007QIII;169.259
Nacional;;Second-hand dwelling;Index;2007QII;168.847
Nacional;;Second-hand dwelling;Index;2007QI;164.358
Nacional;;Second-hand dwelling;Quarterly variation rate;2023QII;2.2
Nacional;;Second-hand dwelling;Quarterly variation rate;2023QI;0.2
Nacional;;Second-hand dwelling;Quarterly variation rate;2022QIV;-1.4
Nacional;;Second-hand dwelling;Quarterly variation rate;2022QIII;1.9
Nacional;;Second-hand dwelling;Quarterly variation rate;2022QII;2.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2022QI;2.4
Nacional;;Second-hand dwelling;Quarterly variation rate;2021QIV;1
Nacional;;Second-hand dwelling;Quarterly variation rate;2021QIII;1.9
Nacional;;Second-hand dwelling;Quarterly variation rate;2021QII;2.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2021QI;0.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2020QIV;-1.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2020QIII;0.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2020QII;0.5
Nacional;;Second-hand dwelling;Quarterly variation rate;2020QI;0.4
Nacional;;Second-hand dwelling;Quarterly variation rate;2019QIV;-0.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2019QIII;1.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2019QII;1.4
Nacional;;Second-hand dwelling;Quarterly variation rate;2019QI;1.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2018QIV;0.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2018QIII;2.2
Nacional;;Second-hand dwelling;Quarterly variation rate;2018QII;2.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2018QI;1.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2017QIV;1.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2017QIII;1.9
Nacional;;Second-hand dwelling;Quarterly variation rate;2017QII;1.9
Nacional;;Second-hand dwelling;Quarterly variation rate;2017QI;2.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2016QIV;0.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2016QIII;1
Nacional;;Second-hand dwelling;Quarterly variation rate;2016QII;1.5
Nacional;;Second-hand dwelling;Quarterly variation rate;2016QI;1.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2015QIV;-0.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2015QIII;0.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2015QII;4.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2015QI;-1
Nacional;;Second-hand dwelling;Quarterly variation rate;2014QIV;0.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2014QIII;0
Nacional;;Second-hand dwelling;Quarterly variation rate;2014QII;1.9
Nacional;;Second-hand dwelling;Quarterly variation rate;2014QI;-0.4
Nacional;;Second-hand dwelling;Quarterly variation rate;2013QIV;-1.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2013QIII;0.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2013QII;-0.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2013QI;-6.5
Nacional;;Second-hand dwelling;Quarterly variation rate;2012QIV;-1.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2012QIII;-4.4
Nacional;;Second-hand dwelling;Quarterly variation rate;2012QII;-3.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2012QI;-5.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2011QIV;-4.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2011QIII;-3.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2011QII;-0.9
Nacional;;Second-hand dwelling;Quarterly variation rate;2011QI;-5.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2010QIV;0.3
Nacional;;Second-hand dwelling;Quarterly variation rate;2010QIII;-2.2
Nacional;;Second-hand dwelling;Quarterly variation rate;2010QII;1.2
Nacional;;Second-hand dwelling;Quarterly variation rate;2010QI;-0.9
Nacional;;Second-hand dwelling;Quarterly variation rate;2009QIV;0.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2009QIII;-0.5
Nacional;;Second-hand dwelling;Quarterly variation rate;2009QII;-0.1
Nacional;;Second-hand dwelling;Quarterly variation rate;2009QI;-3
Nacional;;Second-hand dwelling;Quarterly variation rate;2008QIV;-4.8
Nacional;;Second-hand dwelling;Quarterly variation rate;2008QIII;-3.6
Nacional;;Second-hand dwelling;Quarterly variation rate;2008QII;-1.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2008QI;-1
Nacional;;Second-hand dwelling;Quarterly variation rate;2007QIV;-2.5
Nacional;;Second-hand dwelling;Quarterly variation rate;2007QIII;0.2
Nacional;;Second-hand dwelling;Quarterly variation rate;2007QII;2.7
Nacional;;Second-hand dwelling;Quarterly variation rate;2007QI;2
Nacional;;Second-hand dwelling;Annual variation;2023QII;2.9
Nacional;;Second-hand dwelling;Annual variation;2023QI;3
Nacional;;Second-hand dwelling;Annual variation;2022QIV;5.3
Nacional;;Second-hand dwelling;Annual variation;2022QIII;7.8
Nacional;;Second-hand dwelling;Annual variation;2022QII;7.9
Nacional;;Second-hand dwelling;Annual variation;2022QI;8.2
Nacional;;Second-hand dwelling;Annual variation;2021QIV;6.4
Nacional;;Second-hand dwelling;Annual variation;2021QIII;4.3
Nacional;;Second-hand dwelling;Annual variation;2021QII;2.9
Nacional;;Second-hand dwelling;Annual variation;2021QI;0.7
Nacional;;Second-hand dwelling;Annual variation;2020QIV;0.4
Nacional;;Second-hand dwelling;Annual variation;2020QIII;0.8
Nacional;;Second-hand dwelling;Annual variation;2020QII;1.8
Nacional;;Second-hand dwelling;Annual variation;2020QI;2.7
Nacional;;Second-hand dwelling;Annual variation;2019QIV;3.4
Nacional;;Second-hand dwelling;Annual variation;2019QIII;4.4
Nacional;;Second-hand dwelling;Annual variation;2019QII;5
Nacional;;Second-hand dwelling;Annual variation;2019QI;6.2
Nacional;;Second-hand dwelling;Annual variation;2018QIV;6.4
Nacional;;Second-hand dwelling;Annual variation;2018QIII;7.3
Nacional;;Second-hand dwelling;Annual variation;2018QII;7
Nacional;;Second-hand dwelling;Annual variation;2018QI;6.3
Nacional;;Second-hand dwelling;Annual variation;2017QIV;7.2
Nacional;;Second-hand dwelling;Annual variation;2017QIII;6.7
Nacional;;Second-hand dwelling;Annual variation;2017QII;5.8
Nacional;;Second-hand dwelling;Annual variation;2017QI;5.3
Nacional;;Second-hand dwelling;Annual variation;2016QIV;4.5
Nacional;;Second-hand dwelling;Annual variation;2016QIII;3.5
Nacional;;Second-hand dwelling;Annual variation;2016QII;3.2
Nacional;;Second-hand dwelling;Annual variation;2016QI;6.4
Nacional;;Second-hand dwelling;Annual variation;2015QIV;4
Nacional;;Second-hand dwelling;Annual variation;2015QIII;4.5
Nacional;;Second-hand dwelling;Annual variation;2015QII;3.8
Nacional;;Second-hand dwelling;Annual variation;2015QI;1.1
Nacional;;Second-hand dwelling;Annual variation;2014QIV;1.7
Nacional;;Second-hand dwelling;Annual variation;2014QIII;0.1
Nacional;;Second-hand dwelling;Annual variation;2014QII;0.2
Nacional;;Second-hand dwelling;Annual variation;2014QI;-1.7
Nacional;;Second-hand dwelling;Annual variation;2013QIV;-7.7
Nacional;;Second-hand dwelling;Annual variation;2013QIII;-8
Nacional;;Second-hand dwelling;Annual variation;2013QII;-12.1
Nacional;;Second-hand dwelling;Annual variation;2013QI;-15.3
Nacional;;Second-hand dwelling;Annual variation;2012QIV;-14
Nacional;;Second-hand dwelling;Annual variation;2012QIII;-16.4
Nacional;;Second-hand dwelling;Annual variation;2012QII;-15.7
Nacional;;Second-hand dwelling;Annual variation;2012QI;-13.3
Nacional;;Second-hand dwelling;Annual variation;2011QIV;-13.7
Nacional;;Second-hand dwelling;Annual variation;2011QIII;-9.6
Nacional;;Second-hand dwelling;Annual variation;2011QII;-8.3
Nacional;;Second-hand dwelling;Annual variation;2011QI;-6.3
Nacional;;Second-hand dwelling;Annual variation;2010QIV;-1.6
Nacional;;Second-hand dwelling;Annual variation;2010QIII;-1.8
Nacional;;Second-hand dwelling;Annual variation;2010QII;0
Nacional;;Second-hand dwelling;Annual variation;2010QI;-1.4
Nacional;;Second-hand dwelling;Annual variation;2009QIV;-3.5
Nacional;;Second-hand dwelling;Annual variation;2009QIII;-8.3
Nacional;;Second-hand dwelling;Annual variation;2009QII;-11.2
Nacional;;Second-hand dwelling;Annual variation;2009QI;-12.5
Nacional;;Second-hand dwelling;Annual variation;2008QIV;-10.7
Nacional;;Second-hand dwelling;Annual variation;2008QIII;-8.6
Nacional;;Second-hand dwelling;Annual variation;2008QII;-4.9
Nacional;;Second-hand dwelling;Annual variation;2008QI;-0.7
Nacional;;Second-hand dwelling;Annual variation;2007QIV;2.4
Nacional;;Second-hand dwelling;Annual variation;2007QIII;7.5
Nacional;;Second-hand dwelling;Annual variation;2007QII;10.3
Nacional;;Second-hand dwelling;Annual variation;2007QI;13
Nacional;;Second-hand dwelling;Year-to-date variation rate;2023QII;2.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2023QI;0.2
Nacional;;Second-hand dwelling;Year-to-date variation rate;2022QIV;5.3
Nacional;;Second-hand dwelling;Year-to-date variation rate;2022QIII;6.8
Nacional;;Second-hand dwelling;Year-to-date variation rate;2022QII;4.8
Nacional;;Second-hand dwelling;Year-to-date variation rate;2022QI;2.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2021QIV;6.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2021QIII;5.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2021QII;3.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2021QI;0.7
Nacional;;Second-hand dwelling;Year-to-date variation rate;2020QIV;0.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2020QIII;1.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2020QII;0.9
Nacional;;Second-hand dwelling;Year-to-date variation rate;2020QI;0.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2019QIV;3.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2019QIII;4.1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2019QII;2.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2019QI;1.1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2018QIV;6.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2018QIII;6.1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2018QII;3.9
Nacional;;Second-hand dwelling;Year-to-date variation rate;2018QI;1.3
Nacional;;Second-hand dwelling;Year-to-date variation rate;2017QIV;7.2
Nacional;;Second-hand dwelling;Year-to-date variation rate;2017QIII;6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2017QII;4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2017QI;2.1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2016QIV;4.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2016QIII;3.8
Nacional;;Second-hand dwelling;Year-to-date variation rate;2016QII;2.8
Nacional;;Second-hand dwelling;Year-to-date variation rate;2016QI;1.3
Nacional;;Second-hand dwelling;Year-to-date variation rate;2015QIV;4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2015QIII;4.3
Nacional;;Second-hand dwelling;Year-to-date variation rate;2015QII;3.6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2015QI;-1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2014QIV;1.7
Nacional;;Second-hand dwelling;Year-to-date variation rate;2014QIII;1.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2014QII;1.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2014QI;-0.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2013QIV;-7.7
Nacional;;Second-hand dwelling;Year-to-date variation rate;2013QIII;-6.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2013QII;-6.6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2013QI;-6.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2012QIV;-14
Nacional;;Second-hand dwelling;Year-to-date variation rate;2012QIII;-12.6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2012QII;-8.6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2012QI;-5.1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2011QIV;-13.7
Nacional;;Second-hand dwelling;Year-to-date variation rate;2011QIII;-9.8
Nacional;;Second-hand dwelling;Year-to-date variation rate;2011QII;-6.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2011QI;-5.6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2010QIV;-1.6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2010QIII;-1.9
Nacional;;Second-hand dwelling;Year-to-date variation rate;2010QII;0.3
Nacional;;Second-hand dwelling;Year-to-date variation rate;2010QI;-0.9
Nacional;;Second-hand dwelling;Year-to-date variation rate;2009QIV;-3.5
Nacional;;Second-hand dwelling;Year-to-date variation rate;2009QIII;-3.6
Nacional;;Second-hand dwelling;Year-to-date variation rate;2009QII;-3.2
Nacional;;Second-hand dwelling;Year-to-date variation rate;2009QI;-3
Nacional;;Second-hand dwelling;Year-to-date variation rate;2008QIV;-10.7
Nacional;;Second-hand dwelling;Year-to-date variation rate;2008QIII;-6.2
Nacional;;Second-hand dwelling;Year-to-date variation rate;2008QII;-2.7
Nacional;;Second-hand dwelling;Year-to-date variation rate;2008QI;-1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2007QIV;2.4
Nacional;;Second-hand dwelling;Year-to-date variation rate;2007QIII;5.1
Nacional;;Second-hand dwelling;Year-to-date variation rate;2007QII;4.8
Nacional;;Second-hand dwelling;Year-to-date variation rate;2007QI;2
Nacional;01 Andalucía;General;Index;2023QII;142.672
Nacional;01 Andalucía;General;Index;2023QI;138.89
Nacional;01 Andalucía;General;Index;2022QIV;138.587
Nacional;01 Andalucía;General;Index;2022QIII;138.73
Nacional;01 Andalucía;General;Index;2022QII;136.525
Nacional;01 Andalucía;General;Index;2022QI;133.3
Nacional;01 Andalucía;General;Index;2021QIV;130.178
Nacional;01 Andalucía;General;Index;2021QIII;128.119
Nacional;01 Andalucía;General;Index;2021QII;123.878
