national_total,autonomous_communities_and_cities,index_type,indices_and_rates,year,total,quarter
Nacional,01 Andalucía,New dwelling,Index,2013,93.591,3
Nacional,01 Andalucía,New dwelling,Index,2013,92.34,2
Nacional,01 Andalucía,New dwelling,Index,2013,94.444,1
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2013,-0.3,4
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2013,1.4,3
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2013,-2.2,2
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2013,-4.6,1
Nacional,01 Andalucía,New dwelling,Annual variation,2013,-5.7,4
Nacional,01 Andalucía,New dwelling,Annual variation,2013,-7.8,3
Nacional,01 Andalucía,New dwelling,Annual variation,2013,-10.1,2
Nacional,01 Andalucía,New dwelling,Annual variation,2013,-11.4,1
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2013,-5.7,4
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2013,-5.5,3
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2013,-6.7,2
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2013,-4.6,1
Nacional,01 Andalucía,Second-hand dwelling,Index,2013,96.853,4
Nacional,01 Andalucía,Second-hand dwelling,Index,2013,98.18,3
Nacional,01 Andalucía,Second-hand dwelling,Index,2013,97.458,2
Nacional,01 Andalucía,Second-hand dwelling,Index,2013,97.692,1
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2013,-1.4,4
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2013,0.7,3
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2013,-0.2,2
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2013,-5.7,1
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2013,-6.5,4
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2013,-6.3,3
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2013,-9.3,2
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2013,-12.5,1
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2013,-6.5,4
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2013,-5.2,3
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2013,-5.9,2
Nacional,01 Andalucía,Second-hand dwelling,Year-to-date variation rate,2013,-5.7,1
Nacional,02 Aragón,General,Index,2013,99.17,4
Nacional,02 Aragón,General,Index,2013,101.37,3
Nacional,02 Aragón,General,Index,2013,102.236,2
Nacional,02 Aragón,General,Index,2013,103.193,1
Nacional,02 Aragón,General,Quarterly variation rate,2013,-2.2,4
Nacional,02 Aragón,General,Quarterly variation rate,2013,-0.8,3
Nacional,02 Aragón,General,Quarterly variation rate,2013,-0.9,2
Nacional,02 Aragón,General,Quarterly variation rate,2013,-8.9,1
Nacional,02 Aragón,General,Annual variation,2013,-12.5,4
Nacional,02 Aragón,General,Annual variation,2013,-11.1,3
Nacional,02 Aragón,General,Annual variation,2013,-14.0,2
Nacional,02 Aragón,General,Annual variation,2013,-13.2,1
Nacional,02 Aragón,General,Year-to-date variation rate,2013,-12.5,4
Nacional,02 Aragón,General,Year-to-date variation rate,2013,-10.5,3
Nacional,02 Aragón,General,Year-to-date variation rate,2013,-9.8,2
Nacional,02 Aragón,General,Year-to-date variation rate,2013,-8.9,1
Nacional,02 Aragón,New dwelling,Index,2013,97.993,4
Nacional,02 Aragón,New dwelling,Index,2013,100.896,3
Nacional,02 Aragón,New dwelling,Index,2013,99.888,2
Nacional,02 Aragón,New dwelling,Index,2013,102.22,1
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2013,-2.9,4
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2013,1.0,3
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2013,-2.3,2
Nacional,02 Aragón,New dwelling,Quarterly variation rate,2013,-10.5,1
Nacional,02 Aragón,New dwelling,Annual variation,2013,-14.2,4
Nacional,02 Aragón,New dwelling,Annual variation,2013,-11.4,3
Nacional,02 Aragón,New dwelling,Annual variation,2013,-15.1,2
Nacional,02 Aragón,New dwelling,Annual variation,2013,-13.1,1
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2013,-14.2,4
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2013,-11.6,3
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2013,-12.5,2
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2013,-10.5,1
Nacional,02 Aragón,Second-hand dwelling,Index,2013,99.533,4
Nacional,02 Aragón,Second-hand dwelling,Index,2013,101.291,3
Nacional,02 Aragón,Second-hand dwelling,Index,2013,103.311,2
Nacional,02 Aragón,Second-hand dwelling,Index,2013,103.415,1
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2013,-1.7,4
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2013,-2.0,3
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2013,-0.1,2
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2013,-7.9,1
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2013,-11.4,4
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2013,-11.1,3
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2013,-13.5,2
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2013,-13.4,1
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2013,-11.4,4
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2013,-9.8,3
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2013,-8.0,2
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2013,-7.9,1
Nacional,03 Asturias. Principado de,General,Index,2013,98.757,4
Nacional,03 Asturias. Principado de,General,Index,2013,100.371,3
Nacional,03 Asturias. Principado de,General,Index,2013,101.586,2
Nacional,03 Asturias. Principado de,General,Index,2013,102.34,1
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2013,-1.6,4
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2013,-1.2,3
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2013,-0.7,2
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2013,-8.3,1
Nacional,03 Asturias. Principado de,General,Annual variation,2013,-11.5,4
Nacional,03 Asturias. Principado de,General,Annual variation,2013,-9.7,3
Nacional,03 Asturias. Principado de,General,Annual variation,2013,-12.7,2
Nacional,03 Asturias. Principado de,General,Annual variation,2013,-14.1,1
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2013,-11.5,4
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2013,-10.0,3
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2013,-8.9,2
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2013,-8.3,1
Nacional,03 Asturias. Principado de,New dwelling,Index,2013,95.487,4
Nacional,03 Asturias. Principado de,New dwelling,Index,2013,97.539,3
Nacional,03 Asturias. Principado de,New dwelling,Index,2013,96.651,2
Nacional,03 Asturias. Principado de,New dwelling,Index,2013,98.273,1
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2013,-2.1,4
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2013,0.9,3
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2013,-1.7,2
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2013,-9.4,1
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2013,-12.0,4
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2013,-9.5,3
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2013,-13.6,2
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2013,-14.0,1
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2013,-12.0,4
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2013,-10.1,3
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2013,-10.9,2
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2013,-9.4,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2013,99.655,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2013,100.868,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2013,103.838,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2013,103.844,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2013,-1.2,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2013,-2.9,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2013,0.0,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2013,-7.3,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2013,-11.1,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2013,-10.0,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2013,-12.4,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2013,-14.9,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2013,-11.1,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2013,-10.0,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2013,-7.3,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2013,-7.3,1
Nacional,04 Balears. Illes,General,Index,2013,94.876,4
Nacional,04 Balears. Illes,General,Index,2013,94.286,3
Nacional,04 Balears. Illes,General,Index,2013,92.472,2
Nacional,04 Balears. Illes,General,Index,2013,92.688,1
Nacional,04 Balears. Illes,General,Quarterly variation rate,2013,0.6,4
Nacional,04 Balears. Illes,General,Quarterly variation rate,2013,2.0,3
Nacional,04 Balears. Illes,General,Quarterly variation rate,2013,-0.2,2
Nacional,04 Balears. Illes,General,Quarterly variation rate,2013,-5.9,1
Nacional,04 Balears. Illes,General,Annual variation,2013,-3.7,4
Nacional,04 Balears. Illes,General,Annual variation,2013,-5.8,3
Nacional,04 Balears. Illes,General,Annual variation,2013,-9.1,2
Nacional,04 Balears. Illes,General,Annual variation,2013,-9.9,1
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2013,-3.7,4
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2013,-4.3,3
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2013,-6.1,2
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2013,-5.9,1
Nacional,04 Balears. Illes,New dwelling,Index,2013,93.362,4
Nacional,04 Balears. Illes,New dwelling,Index,2013,93.079,3
Nacional,04 Balears. Illes,New dwelling,Index,2013,88.52,2
Nacional,04 Balears. Illes,New dwelling,Index,2013,89.692,1
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2013,0.3,4
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2013,5.1,3
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2013,-1.3,2
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2013,-6.7,1
Nacional,04 Balears. Illes,New dwelling,Annual variation,2013,-2.9,4
Nacional,04 Balears. Illes,New dwelling,Annual variation,2013,-4.7,3
Nacional,04 Balears. Illes,New dwelling,Annual variation,2013,-9.6,2
Nacional,04 Balears. Illes,New dwelling,Annual variation,2013,-8.4,1
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2013,-2.9,4
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2013,-3.2,3
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2013,-7.9,2
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2013,-6.7,1
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2013,94.991,4
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2013,94.299,3
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2013,93.437,2
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2013,93.323,1
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2013,0.7,4
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2013,0.9,3
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2013,0.1,2
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2013,-5.6,1
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2013,-3.9,4
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2013,-6.1,3
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2013,-9.2,2
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2013,-10.8,1
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2013,-3.9,4
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2013,-4.6,3
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2013,-5.5,2
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2013,-5.6,1
Nacional,05 Canarias,General,Index,2013,96.606,4
Nacional,05 Canarias,General,Index,2013,97.316,3
Nacional,05 Canarias,General,Index,2013,98.051,2
Nacional,05 Canarias,General,Index,2013,99.84,1
Nacional,05 Canarias,General,Quarterly variation rate,2013,-0.7,4
Nacional,05 Canarias,General,Quarterly variation rate,2013,-0.8,3
Nacional,05 Canarias,General,Quarterly variation rate,2013,-1.8,2
Nacional,05 Canarias,General,Quarterly variation rate,2013,-3.7,1
Nacional,05 Canarias,General,Annual variation,2013,-6.8,4
Nacional,05 Canarias,General,Annual variation,2013,-5.8,3
Nacional,05 Canarias,General,Annual variation,2013,-9.2,2
Nacional,05 Canarias,General,Annual variation,2013,-12.2,1
Nacional,05 Canarias,General,Year-to-date variation rate,2013,-6.8,4
Nacional,05 Canarias,General,Year-to-date variation rate,2013,-6.1,3
Nacional,05 Canarias,General,Year-to-date variation rate,2013,-5.4,2
Nacional,05 Canarias,General,Year-to-date variation rate,2013,-3.7,1
Nacional,05 Canarias,New dwelling,Index,2013,94.321,4
Nacional,05 Canarias,New dwelling,Index,2013,94.297,3
Nacional,05 Canarias,New dwelling,Index,2013,93.702,2
Nacional,05 Canarias,New dwelling,Index,2013,98.131,1
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2013,0.0,4
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2013,0.6,3
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2013,-4.5,2
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2013,-4.7,1
Nacional,05 Canarias,New dwelling,Annual variation,2013,-8.4,4
Nacional,05 Canarias,New dwelling,Annual variation,2013,-8.2,3
Nacional,05 Canarias,New dwelling,Annual variation,2013,-12.0,2
Nacional,05 Canarias,New dwelling,Annual variation,2013,-12.6,1
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2013,-8.4,4
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2013,-8.4,3
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2013,-9.0,2
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2013,-4.7,1
Nacional,05 Canarias,Second-hand dwelling,Index,2013,96.928,4
Nacional,05 Canarias,Second-hand dwelling,Index,2013,97.829,3
Nacional,05 Canarias,Second-hand dwelling,Index,2013,98.912,2
Nacional,05 Canarias,Second-hand dwelling,Index,2013,100.002,1
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2013,-0.9,4
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2013,-1.1,3
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2013,-1.1,2
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2013,-3.4,1
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2013,-6.4,4
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2013,-5.1,3
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2013,-8.8,2
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2013,-12.2,1
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2013,-6.4,4
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2013,-5.5,3
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2013,-4.5,2
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2013,-3.4,1
Nacional,06 Cantabria,General,Index,2013,97.239,4
Nacional,06 Cantabria,General,Index,2013,95.759,3
Nacional,06 Cantabria,General,Index,2013,94.295,2
Nacional,06 Cantabria,General,Index,2013,94.951,1
Nacional,06 Cantabria,General,Quarterly variation rate,2013,1.5,4
Nacional,06 Cantabria,General,Quarterly variation rate,2013,1.6,3
Nacional,06 Cantabria,General,Quarterly variation rate,2013,-0.7,2
Nacional,06 Cantabria,General,Quarterly variation rate,2013,-6.8,1
Nacional,06 Cantabria,General,Annual variation,2013,-4.6,4
Nacional,06 Cantabria,General,Annual variation,2013,-5.4,3
Nacional,06 Cantabria,General,Annual variation,2013,-11.2,2
Nacional,06 Cantabria,General,Annual variation,2013,-14.6,1
Nacional,06 Cantabria,General,Year-to-date variation rate,2013,-4.6,4
Nacional,06 Cantabria,General,Year-to-date variation rate,2013,-6.0,3
Nacional,06 Cantabria,General,Year-to-date variation rate,2013,-7.5,2
Nacional,06 Cantabria,General,Year-to-date variation rate,2013,-6.8,1
Nacional,06 Cantabria,New dwelling,Index,2013,93.883,4
Nacional,06 Cantabria,New dwelling,Index,2013,91.211,3
Nacional,06 Cantabria,New dwelling,Index,2013,88.81,2
Nacional,06 Cantabria,New dwelling,Index,2013,91.19,1
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2013,2.9,4
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2013,2.7,3
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2013,-2.6,2
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2013,-5.1,1
Nacional,06 Cantabria,New dwelling,Annual variation,2013,-2.3,4
Nacional,06 Cantabria,New dwelling,Annual variation,2013,-3.0,3
Nacional,06 Cantabria,New dwelling,Annual variation,2013,-10.5,2
Nacional,06 Cantabria,New dwelling,Annual variation,2013,-12.6,1
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2013,-2.3,4
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2013,-5.1,3
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2013,-7.6,2
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2013,-5.1,1
Nacional,06 Cantabria,Second-hand dwelling,Index,2013,98.202,4
Nacional,06 Cantabria,Second-hand dwelling,Index,2013,97.666,3
Nacional,06 Cantabria,Second-hand dwelling,Index,2013,96.949,2
Nacional,06 Cantabria,Second-hand dwelling,Index,2013,96.266,1
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2013,0.5,4
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2013,0.7,3
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2013,0.7,2
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2013,-8.0,1
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2013,-6.1,4
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2013,-7.8,3
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2013,-12.3,2
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2013,-16.2,1
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2013,-6.1,4
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2013,-6.7,3
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2013,-7.3,2
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2013,-8.0,1
Nacional,07 Castilla y León,General,Index,2013,98.528,4
Nacional,07 Castilla y León,General,Index,2013,101.331,3
Nacional,07 Castilla y León,General,Index,2013,101.46,2
Nacional,07 Castilla y León,General,Index,2013,103.543,1
Nacional,07 Castilla y León,General,Quarterly variation rate,2013,-2.8,4
Nacional,07 Castilla y León,General,Quarterly variation rate,2013,-0.1,3
Nacional,07 Castilla y León,General,Quarterly variation rate,2013,-2.0,2
Nacional,07 Castilla y León,General,Quarterly variation rate,2013,-8.8,1
Nacional,07 Castilla y León,General,Annual variation,2013,-13.2,4
Nacional,07 Castilla y León,General,Annual variation,2013,-11.6,3
Nacional,07 Castilla y León,General,Annual variation,2013,-14.8,2
Nacional,07 Castilla y León,General,Annual variation,2013,-16.6,1
Nacional,07 Castilla y León,General,Year-to-date variation rate,2013,-13.2,4
Nacional,07 Castilla y León,General,Year-to-date variation rate,2013,-10.7,3
Nacional,07 Castilla y León,General,Year-to-date variation rate,2013,-10.6,2
Nacional,07 Castilla y León,General,Year-to-date variation rate,2013,-8.8,1
Nacional,07 Castilla y León,New dwelling,Index,2013,96.432,4
Nacional,07 Castilla y León,New dwelling,Index,2013,101.249,3
Nacional,07 Castilla y León,New dwelling,Index,2013,101.037,2
Nacional,07 Castilla y León,New dwelling,Index,2013,104.811,1
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2013,-4.8,4
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2013,0.2,3
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2013,-3.6,2
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2013,-7.9,1
Nacional,07 Castilla y León,New dwelling,Annual variation,2013,-15.2,4
Nacional,07 Castilla y León,New dwelling,Annual variation,2013,-11.8,3
Nacional,07 Castilla y León,New dwelling,Annual variation,2013,-14.9,2
Nacional,07 Castilla y León,New dwelling,Annual variation,2013,-15.2,1
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2013,-15.2,4
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2013,-11.0,3
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2013,-11.2,2
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2013,-7.9,1
Nacional,07 Castilla y León,Second-hand dwelling,Index,2013,99.002,4
Nacional,07 Castilla y León,Second-hand dwelling,Index,2013,100.575,3
Nacional,07 Castilla y León,Second-hand dwelling,Index,2013,100.908,2
Nacional,07 Castilla y León,Second-hand dwelling,Index,2013,101.96,1
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2013,-1.6,4
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2013,-0.3,3
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2013,-1.0,2
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2013,-9.4,1
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2013,-12.0,4
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2013,-11.5,3
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2013,-14.9,2
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2013,-17.8,1
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2013,-12.0,4
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2013,-10.6,3
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2013,-10.3,2
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2013,-9.4,1
Nacional,08 Castilla - La Mancha,General,Index,2013,97.994,4
Nacional,08 Castilla - La Mancha,General,Index,2013,100.517,3
Nacional,08 Castilla - La Mancha,General,Index,2013,100.477,2
