national_total,autonomous_communities_and_cities,index_type,indices_and_rates,year,total,quarter
Nacional,02 Aragón,New dwelling,Annual variation,2022,5.5,3
Nacional,02 Aragón,New dwelling,Annual variation,2022,9.3,2
Nacional,02 Aragón,New dwelling,Annual variation,2022,10.9,1
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2022,5.0,4
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2022,4.4,3
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2022,2.1,2
Nacional,02 Aragón,New dwelling,Year-to-date variation rate,2022,3.1,1
Nacional,02 Aragón,Second-hand dwelling,Index,2022,130.717,4
Nacional,02 Aragón,Second-hand dwelling,Index,2022,132.253,3
Nacional,02 Aragón,Second-hand dwelling,Index,2022,131.268,2
Nacional,02 Aragón,Second-hand dwelling,Index,2022,128.499,1
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2022,-1.2,4
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2022,0.8,3
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2022,2.2,2
Nacional,02 Aragón,Second-hand dwelling,Quarterly variation rate,2022,2.3,1
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2022,4.1,4
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2022,6.4,3
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2022,7.0,2
Nacional,02 Aragón,Second-hand dwelling,Annual variation,2022,6.7,1
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2022,4.1,4
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2022,5.3,3
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2022,4.5,2
Nacional,02 Aragón,Second-hand dwelling,Year-to-date variation rate,2022,2.3,1
Nacional,03 Asturias. Principado de,General,Index,2022,126.946,4
Nacional,03 Asturias. Principado de,General,Index,2022,127.452,3
Nacional,03 Asturias. Principado de,General,Index,2022,126.693,2
Nacional,03 Asturias. Principado de,General,Index,2022,123.636,1
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2022,-0.4,4
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2022,0.6,3
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2022,2.5,2
Nacional,03 Asturias. Principado de,General,Quarterly variation rate,2022,1.9,1
Nacional,03 Asturias. Principado de,General,Annual variation,2022,4.6,4
Nacional,03 Asturias. Principado de,General,Annual variation,2022,6.4,3
Nacional,03 Asturias. Principado de,General,Annual variation,2022,6.6,2
Nacional,03 Asturias. Principado de,General,Annual variation,2022,7.3,1
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2022,4.6,4
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2022,5.0,3
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2022,4.4,2
Nacional,03 Asturias. Principado de,General,Year-to-date variation rate,2022,1.9,1
Nacional,03 Asturias. Principado de,New dwelling,Index,2022,140.475,4
Nacional,03 Asturias. Principado de,New dwelling,Index,2022,139.186,3
Nacional,03 Asturias. Principado de,New dwelling,Index,2022,137.447,2
Nacional,03 Asturias. Principado de,New dwelling,Index,2022,135.082,1
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2022,0.9,4
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2022,1.3,3
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2022,1.8,2
Nacional,03 Asturias. Principado de,New dwelling,Quarterly variation rate,2022,3.2,1
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2022,7.3,4
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2022,7.1,3
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2022,6.8,2
Nacional,03 Asturias. Principado de,New dwelling,Annual variation,2022,6.8,1
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2022,7.3,4
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2022,6.3,3
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2022,5.0,2
Nacional,03 Asturias. Principado de,New dwelling,Year-to-date variation rate,2022,3.2,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2022,124.963,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2022,125.782,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2022,125.191,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Index,2022,122.005,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2022,-0.7,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2022,0.5,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2022,2.6,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Quarterly variation rate,2022,1.6,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2022,4.1,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2022,6.3,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2022,6.5,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Annual variation,2022,7.3,1
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2022,4.1,4
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2022,4.8,3
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2022,4.3,2
Nacional,03 Asturias. Principado de,Second-hand dwelling,Year-to-date variation rate,2022,1.6,1
Nacional,04 Balears. Illes,General,Index,2022,158.3,4
Nacional,04 Balears. Illes,General,Index,2022,160.112,3
Nacional,04 Balears. Illes,General,Index,2022,157.098,2
Nacional,04 Balears. Illes,General,Index,2022,152.625,1
Nacional,04 Balears. Illes,General,Quarterly variation rate,2022,-1.1,4
Nacional,04 Balears. Illes,General,Quarterly variation rate,2022,1.9,3
Nacional,04 Balears. Illes,General,Quarterly variation rate,2022,2.9,2
Nacional,04 Balears. Illes,General,Quarterly variation rate,2022,2.1,1
Nacional,04 Balears. Illes,General,Annual variation,2022,5.9,4
Nacional,04 Balears. Illes,General,Annual variation,2022,8.3,3
Nacional,04 Balears. Illes,General,Annual variation,2022,10.9,2
Nacional,04 Balears. Illes,General,Annual variation,2022,12.0,1
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2022,5.9,4
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2022,7.1,3
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2022,5.1,2
Nacional,04 Balears. Illes,General,Year-to-date variation rate,2022,2.1,1
Nacional,04 Balears. Illes,New dwelling,Index,2022,171.05,4
Nacional,04 Balears. Illes,New dwelling,Index,2022,169.497,3
Nacional,04 Balears. Illes,New dwelling,Index,2022,166.714,2
Nacional,04 Balears. Illes,New dwelling,Index,2022,164.502,1
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2022,0.9,4
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2022,1.7,3
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2022,1.3,2
Nacional,04 Balears. Illes,New dwelling,Quarterly variation rate,2022,2.4,1
Nacional,04 Balears. Illes,New dwelling,Annual variation,2022,6.5,4
Nacional,04 Balears. Illes,New dwelling,Annual variation,2022,8.8,3
Nacional,04 Balears. Illes,New dwelling,Annual variation,2022,12.8,2
Nacional,04 Balears. Illes,New dwelling,Annual variation,2022,11.8,1
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2022,6.5,4
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2022,5.5,3
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2022,3.8,2
Nacional,04 Balears. Illes,New dwelling,Year-to-date variation rate,2022,2.4,1
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2022,157.555,4
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2022,159.784,3
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2022,156.728,2
Nacional,04 Balears. Illes,Second-hand dwelling,Index,2022,151.957,1
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2022,-1.4,4
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2022,2.0,3
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2022,3.1,2
Nacional,04 Balears. Illes,Second-hand dwelling,Quarterly variation rate,2022,2.1,1
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2022,5.8,4
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2022,8.3,3
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2022,10.7,2
Nacional,04 Balears. Illes,Second-hand dwelling,Annual variation,2022,12.0,1
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2022,5.8,4
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2022,7.3,3
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2022,5.3,2
Nacional,04 Balears. Illes,Second-hand dwelling,Year-to-date variation rate,2022,2.1,1
Nacional,05 Canarias,General,Index,2022,139.123,4
Nacional,05 Canarias,General,Index,2022,138.435,3
Nacional,05 Canarias,General,Index,2022,137.058,2
Nacional,05 Canarias,General,Index,2022,134.345,1
Nacional,05 Canarias,General,Quarterly variation rate,2022,0.5,4
Nacional,05 Canarias,General,Quarterly variation rate,2022,1.0,3
Nacional,05 Canarias,General,Quarterly variation rate,2022,2.0,2
Nacional,05 Canarias,General,Quarterly variation rate,2022,4.4,1
Nacional,05 Canarias,General,Annual variation,2022,8.1,4
Nacional,05 Canarias,General,Annual variation,2022,8.1,3
Nacional,05 Canarias,General,Annual variation,2022,9.4,2
Nacional,05 Canarias,General,Annual variation,2022,10.9,1
Nacional,05 Canarias,General,Year-to-date variation rate,2022,8.1,4
Nacional,05 Canarias,General,Year-to-date variation rate,2022,7.6,3
Nacional,05 Canarias,General,Year-to-date variation rate,2022,6.5,2
Nacional,05 Canarias,General,Year-to-date variation rate,2022,4.4,1
Nacional,05 Canarias,New dwelling,Index,2022,154.026,4
Nacional,05 Canarias,New dwelling,Index,2022,149.385,3
Nacional,05 Canarias,New dwelling,Index,2022,144.907,2
Nacional,05 Canarias,New dwelling,Index,2022,146.819,1
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2022,3.1,4
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2022,3.1,3
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2022,-1.3,2
Nacional,05 Canarias,New dwelling,Quarterly variation rate,2022,5.9,1
Nacional,05 Canarias,New dwelling,Annual variation,2022,11.1,4
Nacional,05 Canarias,New dwelling,Annual variation,2022,8.1,3
Nacional,05 Canarias,New dwelling,Annual variation,2022,6.8,2
Nacional,05 Canarias,New dwelling,Annual variation,2022,12.3,1
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2022,11.1,4
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2022,7.7,3
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2022,4.5,2
Nacional,05 Canarias,New dwelling,Year-to-date variation rate,2022,5.9,1
Nacional,05 Canarias,Second-hand dwelling,Index,2022,137.805,4
Nacional,05 Canarias,Second-hand dwelling,Index,2022,137.433,3
Nacional,05 Canarias,Second-hand dwelling,Index,2022,136.306,2
Nacional,05 Canarias,Second-hand dwelling,Index,2022,133.225,1
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2022,0.3,4
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2022,0.8,3
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2022,2.3,2
Nacional,05 Canarias,Second-hand dwelling,Quarterly variation rate,2022,4.3,1
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2022,7.9,4
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2022,8.0,3
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2022,9.7,2
Nacional,05 Canarias,Second-hand dwelling,Annual variation,2022,10.8,1
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2022,7.9,4
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2022,7.6,3
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2022,6.7,2
Nacional,05 Canarias,Second-hand dwelling,Year-to-date variation rate,2022,4.3,1
Nacional,06 Cantabria,General,Index,2022,138.485,4
Nacional,06 Cantabria,General,Index,2022,138.12,3
Nacional,06 Cantabria,General,Index,2022,136.007,2
Nacional,06 Cantabria,General,Index,2022,132.76,1
Nacional,06 Cantabria,General,Quarterly variation rate,2022,0.3,4
Nacional,06 Cantabria,General,Quarterly variation rate,2022,1.6,3
Nacional,06 Cantabria,General,Quarterly variation rate,2022,2.4,2
Nacional,06 Cantabria,General,Quarterly variation rate,2022,4.1,1
Nacional,06 Cantabria,General,Annual variation,2022,8.6,4
Nacional,06 Cantabria,General,Annual variation,2022,9.3,3
Nacional,06 Cantabria,General,Annual variation,2022,9.9,2
Nacional,06 Cantabria,General,Annual variation,2022,11.0,1
Nacional,06 Cantabria,General,Year-to-date variation rate,2022,8.6,4
Nacional,06 Cantabria,General,Year-to-date variation rate,2022,8.3,3
Nacional,06 Cantabria,General,Year-to-date variation rate,2022,6.6,2
Nacional,06 Cantabria,General,Year-to-date variation rate,2022,4.1,1
Nacional,06 Cantabria,New dwelling,Index,2022,145.19,4
Nacional,06 Cantabria,New dwelling,Index,2022,140.495,3
Nacional,06 Cantabria,New dwelling,Index,2022,136.238,2
Nacional,06 Cantabria,New dwelling,Index,2022,137.93,1
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2022,3.3,4
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2022,3.1,3
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2022,-1.2,2
Nacional,06 Cantabria,New dwelling,Quarterly variation rate,2022,5.0,1
Nacional,06 Cantabria,New dwelling,Annual variation,2022,10.6,4
Nacional,06 Cantabria,New dwelling,Annual variation,2022,7.9,3
Nacional,06 Cantabria,New dwelling,Annual variation,2022,7.2,2
Nacional,06 Cantabria,New dwelling,Annual variation,2022,11.4,1
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2022,10.6,4
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2022,7.0,3
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2022,3.8,2
Nacional,06 Cantabria,New dwelling,Year-to-date variation rate,2022,5.0,1
Nacional,06 Cantabria,Second-hand dwelling,Index,2022,137.641,4
Nacional,06 Cantabria,Second-hand dwelling,Index,2022,137.857,3
Nacional,06 Cantabria,Second-hand dwelling,Index,2022,136.031,2
Nacional,06 Cantabria,Second-hand dwelling,Index,2022,132.12,1
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2022,-0.2,4
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2022,1.3,3
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2022,3.0,2
Nacional,06 Cantabria,Second-hand dwelling,Quarterly variation rate,2022,4.0,1
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2022,8.3,4
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2022,9.5,3
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2022,10.3,2
Nacional,06 Cantabria,Second-hand dwelling,Annual variation,2022,10.9,1
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2022,8.3,4
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2022,8.5,3
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2022,7.0,2
Nacional,06 Cantabria,Second-hand dwelling,Year-to-date variation rate,2022,4.0,1
Nacional,07 Castilla y León,General,Index,2022,126.291,4
Nacional,07 Castilla y León,General,Index,2022,127.999,3
Nacional,07 Castilla y León,General,Index,2022,126.114,2
Nacional,07 Castilla y León,General,Index,2022,123.547,1
Nacional,07 Castilla y León,General,Quarterly variation rate,2022,-1.3,4
Nacional,07 Castilla y León,General,Quarterly variation rate,2022,1.5,3
Nacional,07 Castilla y León,General,Quarterly variation rate,2022,2.1,2
Nacional,07 Castilla y León,General,Quarterly variation rate,2022,1.8,1
Nacional,07 Castilla y León,General,Annual variation,2022,4.1,4
Nacional,07 Castilla y León,General,Annual variation,2022,6.6,3
Nacional,07 Castilla y León,General,Annual variation,2022,6.4,2
Nacional,07 Castilla y León,General,Annual variation,2022,7.2,1
Nacional,07 Castilla y León,General,Year-to-date variation rate,2022,4.1,4
Nacional,07 Castilla y León,General,Year-to-date variation rate,2022,5.5,3
Nacional,07 Castilla y León,General,Year-to-date variation rate,2022,3.9,2
Nacional,07 Castilla y León,General,Year-to-date variation rate,2022,1.8,1
Nacional,07 Castilla y León,New dwelling,Index,2022,146.342,4
Nacional,07 Castilla y León,New dwelling,Index,2022,142.332,3
Nacional,07 Castilla y León,New dwelling,Index,2022,141.187,2
Nacional,07 Castilla y León,New dwelling,Index,2022,140.37,1
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2022,2.8,4
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2022,0.8,3
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2022,0.6,2
Nacional,07 Castilla y León,New dwelling,Quarterly variation rate,2022,2.0,1
Nacional,07 Castilla y León,New dwelling,Annual variation,2022,6.3,4
Nacional,07 Castilla y León,New dwelling,Annual variation,2022,4.2,3
Nacional,07 Castilla y León,New dwelling,Annual variation,2022,7.1,2
Nacional,07 Castilla y León,New dwelling,Annual variation,2022,9.0,1
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2022,6.3,4
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2022,3.4,3
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2022,2.6,2
Nacional,07 Castilla y León,New dwelling,Year-to-date variation rate,2022,2.0,1
Nacional,07 Castilla y León,Second-hand dwelling,Index,2022,123.577,4
Nacional,07 Castilla y León,Second-hand dwelling,Index,2022,126.226,3
Nacional,07 Castilla y León,Second-hand dwelling,Index,2022,124.212,2
Nacional,07 Castilla y León,Second-hand dwelling,Index,2022,121.348,1
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2022,-2.1,4
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2022,1.6,3
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2022,2.4,2
Nacional,07 Castilla y León,Second-hand dwelling,Quarterly variation rate,2022,1.8,1
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2022,3.6,4
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2022,7.0,3
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2022,6.3,2
Nacional,07 Castilla y León,Second-hand dwelling,Annual variation,2022,6.9,1
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2022,3.6,4
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2022,5.9,3
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2022,4.2,2
Nacional,07 Castilla y León,Second-hand dwelling,Year-to-date variation rate,2022,1.8,1
Nacional,08 Castilla - La Mancha,General,Index,2022,118.496,4
Nacional,08 Castilla - La Mancha,General,Index,2022,120.366,3
Nacional,08 Castilla - La Mancha,General,Index,2022,118.588,2
Nacional,08 Castilla - La Mancha,General,Index,2022,115.686,1
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2022,-1.6,4
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2022,1.5,3
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2022,2.5,2
Nacional,08 Castilla - La Mancha,General,Quarterly variation rate,2022,1.6,1
Nacional,08 Castilla - La Mancha,General,Annual variation,2022,4.0,4
Nacional,08 Castilla - La Mancha,General,Annual variation,2022,6.6,3
