national_total,autonomous_communities_and_cities,index_type,indices_and_rates,year,total,quarter
Nacional,,General,Index,2014,97.194,4
Nacional,,General,Index,2014,97.002,3
Nacional,,General,Index,2014,96.805,2
Nacional,,General,Index,2014,95.208,1
Nacional,,General,Quarterly variation rate,2014,0.2,4
Nacional,,General,Quarterly variation rate,2014,0.2,3
Nacional,,General,Quarterly variation rate,2014,1.7,2
Nacional,,General,Quarterly variation rate,2014,-0.3,1
Nacional,,General,Annual variation,2014,1.8,4
Nacional,,General,Annual variation,2014,0.3,3
Nacional,,General,Annual variation,2014,0.8,2
Nacional,,General,Annual variation,2014,-1.6,1
Nacional,,General,Year-to-date variation rate,2014,1.8,4
Nacional,,General,Year-to-date variation rate,2014,1.6,3
Nacional,,General,Year-to-date variation rate,2014,1.4,2
Nacional,,General,Year-to-date variation rate,2014,-0.3,1
Nacional,,New dwelling,Index,2014,96.12,4
Nacional,,New dwelling,Index,2014,96.21,3
Nacional,,New dwelling,Index,2014,95.083,2
Nacional,,New dwelling,Index,2014,94.496,1
Nacional,,New dwelling,Quarterly variation rate,2014,-0.1,4
Nacional,,New dwelling,Quarterly variation rate,2014,1.2,3
Nacional,,New dwelling,Quarterly variation rate,2014,0.6,2
Nacional,,New dwelling,Quarterly variation rate,2014,0.1,1
Nacional,,New dwelling,Annual variation,2014,1.9,4
Nacional,,New dwelling,Annual variation,2014,0.8,3
Nacional,,New dwelling,Annual variation,2014,1.9,2
Nacional,,New dwelling,Annual variation,2014,-1.1,1
Nacional,,New dwelling,Year-to-date variation rate,2014,1.9,4
Nacional,,New dwelling,Year-to-date variation rate,2014,2.0,3
Nacional,,New dwelling,Year-to-date variation rate,2014,0.8,2
Nacional,,New dwelling,Year-to-date variation rate,2014,0.1,1
Nacional,,Second-hand dwelling,Index,2014,97.379,4
Nacional,,Second-hand dwelling,Index,2014,97.131,3
Nacional,,Second-hand dwelling,Index,2014,97.119,2
Nacional,,Second-hand dwelling,Index,2014,95.321,1
Nacional,,Second-hand dwelling,Quarterly variation rate,2014,0.3,4
Nacional,,Second-hand dwelling,Quarterly variation rate,2014,0.0,3
Nacional,,Second-hand dwelling,Quarterly variation rate,2014,1.9,2
Nacional,,Second-hand dwelling,Quarterly variation rate,2014,-0.4,1
Nacional,,Second-hand dwelling,Annual variation,2014,1.7,4
Nacional,,Second-hand dwelling,Annual variation,2014,0.1,3
Nacional,,Second-hand dwelling,Annual variation,2014,0.2,2
Nacional,,Second-hand dwelling,Annual variation,2014,-1.7,1
Nacional,,Second-hand dwelling,Year-to-date variation rate,2014,1.7,4
Nacional,,Second-hand dwelling,Year-to-date variation rate,2014,1.5,3
Nacional,,Second-hand dwelling,Year-to-date variation rate,2014,1.5,2
Nacional,,Second-hand dwelling,Year-to-date variation rate,2014,-0.4,1
Nacional,01 Andalucía,General,Index,2014,98.094,4
Nacional,01 Andalucía,General,Index,2014,97.478,3
Nacional,01 Andalucía,General,Index,2014,97.214,2
Nacional,01 Andalucía,General,Index,2014,95.522,1
Nacional,01 Andalucía,General,Quarterly variation rate,2014,0.6,4
Nacional,01 Andalucía,General,Quarterly variation rate,2014,0.3,3
Nacional,01 Andalucía,General,Quarterly variation rate,2014,1.8,2
Nacional,01 Andalucía,General,Quarterly variation rate,2014,-0.9,1
Nacional,01 Andalucía,General,Annual variation,2014,1.8,4
Nacional,01 Andalucía,General,Annual variation,2014,0.0,3
Nacional,01 Andalucía,General,Annual variation,2014,0.7,2
Nacional,01 Andalucía,General,Annual variation,2014,-1.8,1
Nacional,01 Andalucía,General,Year-to-date variation rate,2014,1.8,4
Nacional,01 Andalucía,General,Year-to-date variation rate,2014,1.1,3
Nacional,01 Andalucía,General,Year-to-date variation rate,2014,0.9,2
Nacional,01 Andalucía,General,Year-to-date variation rate,2014,-0.9,1
Nacional,01 Andalucía,New dwelling,Index,2014,95.789,4
Nacional,01 Andalucía,New dwelling,Index,2014,95.366,3
Nacional,01 Andalucía,New dwelling,Index,2014,94.562,2
Nacional,01 Andalucía,New dwelling,Index,2014,93.643,1
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2014,0.4,4
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2014,0.9,3
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2014,1.0,2
Nacional,01 Andalucía,New dwelling,Quarterly variation rate,2014,0.3,1
Nacional,01 Andalucía,New dwelling,Annual variation,2014,2.6,4
Nacional,01 Andalucía,New dwelling,Annual variation,2014,1.9,3
Nacional,01 Andalucía,New dwelling,Annual variation,2014,2.4,2
Nacional,01 Andalucía,New dwelling,Annual variation,2014,-0.8,1
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2014,2.6,4
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2014,2.2,3
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2014,1.3,2
Nacional,01 Andalucía,New dwelling,Year-to-date variation rate,2014,0.3,1
Nacional,01 Andalucía,Second-hand dwelling,Index,2014,98.428,4
Nacional,01 Andalucía,Second-hand dwelling,Index,2014,97.78,3
Nacional,01 Andalucía,Second-hand dwelling,Index,2014,97.608,2
Nacional,01 Andalucía,Second-hand dwelling,Index,2014,95.786,1
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2014,0.7,4
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2014,0.2,3
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2014,1.9,2
Nacional,01 Andalucía,Second-hand dwelling,Quarterly variation rate,2014,-1.1,1
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2014,1.6,4
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2014,-0.4,3
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2014,0.2,2
Nacional,01 Andalucía,Second-hand dwelling,Annual variation,2014,-2.0,1
